gisjoin,fips,adi_natrank,adi_staternk
G37007709706022,370779706022,40,3
G37007709706031,370779706031,38,3
G37007709706032,370779706032,75,7
G37007709706033,370779706033,40,3
G37007709707011,370779707011,29,2
G37007709707012,370779707012,56,5
G37007709707013,370779707013,40,3
G37007709707021,370779707021,98,10
G37007709707022,370779707022,50,4
G37007709707031,370779707031,64,6
G37007909501011,370799501011,87,9
G37007909501012,370799501012,80,8
G37007909501013,370799501013,70,7
G37007909501023,370799501023,74,7
G37007909502001,370799502001,58,5
G37007909502002,370799502002,78,8
G37007909502003,370799502003,85,9
G37007909503001,370799503001,77,8
G37007909503002,370799503002,67,6
G37007909503003,370799503003,73,7
G37007909503004,370799503004,77,8
G37008100101001,370810101001,91,10
G37008100102001,370810102001,86,9
G37008100102002,370810102002,72,7
G37008100102003,370810102003,75,7
G37008100103001,370810103001,80,8
G37008100103002,370810103002,91,10
G37008100104011,370810104011,41,3
G37008100104012,370810104012,25,2
G37008100104031,370810104031,55,5
G37008100104032,370810104032,44,3
G37008100104041,370810104041,12,1
G37008100104042,370810104042,7,1
G37008100104043,370810104043,6,1
G37008100105001,370810105001,51,4
G37008100105002,370810105002,10,1
G37008100105003,370810105003,64,6
G37008100106011,370810106011,53,4
G37008100106012,370810106012,50,4
G37008100106021,370810106021,33,2
G37008100106022,370810106022,60,5
G37008100106023,370810106023,94,10
G37008100106024,370810106024,68,6
G37008100107011,370810107011,47,4
G37008100107012,370810107012,52,4
G37008100107022,370810107022,64,6
G37008100108001,370810108001,27,2
G37008100109001,370810109001,64,6
G37008100109002,370810109002,40,3
G37008100110001,370810110001,90,10
G37008100110002,370810110002,90,10
G37008100111011,370810111011,90,10
G37008100111012,370810111012,83,9
G37008100111021,370810111021,85,9
G37008100111022,370810111022,83,9
G37008100112001,370810112001,49,4
G37008100112002,370810112002,81,8
G37008100112003,370810112003,68,6
G37008100112004,370810112004,92,10
G37008100113001,370810113001,79,8
G37008100113002,370810113002,97,10
G37008100113003,370810113003,91,10
G37008100113004,370810113004,73,7
G37008100114001,370810114001,100,10
G37008100114002,370810114002,100,10
G37008100114003,370810114003,97,10
G37008100114004,370810114004,89,9
G37008100114005,370810114005,92,10
G37008100114006,370810114006,81,8
G37008100115001,370810115001,92,10
G37008100115002,370810115002,87,9
G37008100115003,370810115003,87,9
G37008100116011,370810116011,87,9
G37008100116012,370810116012,85,9
G37008100116013,370810116013,81,8
G37008100116021,370810116021,81,8
G37008100116022,370810116022,75,7
G37008100116023,370810116023,73,7
G37008100119041,370810119041,76,8
G37008100119042,370810119042,73,7
G37008100119051,370810119051,86,9
G37008100119052,370810119052,87,9
G37008100119053,370810119053,74,7
G37008100125031,370810125031,61,5
G37008100125032,370810125032,23,1
G37008100125041,370810125041,52,4
G37008100125042,370810125042,14,1
G37008100125051,370810125051,24,2
G37008100125052,370810125052,20,1
G37008100125053,370810125053,16,1
G37008100125081,370810125081,70,7
G37008100125082,370810125082,46,3
G37008100125083,370810125083,69,6
G37008100125084,370810125084,56,5
G37008100125091,370810125091,27,2
G37008100125101,370810125101,12,1
G37008100125102,370810125102,22,1
G37008100125111,370810125111,16,1
G37008100125112,370810125112,16,1
G37008100125113,370810125113,22,1
G37008100125114,370810125114,43,3
G37008100126011,370810126011,68,6
G37008100126012,370810126012,73,7
G37008100126013,370810126013,99,10
G37008100126014,370810126014,97,10
G37008100126041,370810126041,68,6
G37008100126042,370810126042,86,9
G37008100126043,370810126043,72,7
G37008100126044,370810126044,94,10
G37008100126071,370810126071,57,5
G37008100126081,370810126081,84,9
G37008100126091,370810126091,67,6
G37008100126092,370810126092,98,10
G37008100126093,370810126093,57,5
G37008100126094,370810126094,49,4
G37008100126101,370810126101,60,5
G37008100126102,370810126102,63,6
G37008100126111,370810126111,75,7
G37008100126112,370810126112,98,10
G37008100126121,370810126121,79,8
G37008100126122,370810126122,72,7
G37008100126123,370810126123,75,7
G37008100126171,370810126171,69,6
G37008100126172,370810126172,77,8
G37008100127031,370810127031,14,1
G37008100127032,370810127032,90,10
G37008100127033,370810127033,17,1
G37008100127041,370810127041,84,9
G37008100127042,370810127042,84,9
G37008100127043,370810127043,81,8
G37008100127051,370810127051,92,10
G37008100127052,370810127052,78,8
G37008100127061,370810127061,93,10
G37008100127062,370810127062,90,10
G37008100127071,370810127071,94,10
G37008100127072,370810127072,91,10
G37008100128031,370810128031,74,7
G37008100128032,370810128032,48,4
G37008100128041,370810128041,70,7
G37008100128042,370810128042,68,6
G37008100128051,370810128051,63,6
G37008100136021,370810136021,76,8
G37008100136022,370810136022,74,7
G37008100136023,370810136023,82,8
G37008100136024,370810136024,77,8
G37008100137001,370810137001,37,3
G37008100137002,370810137002,40,3
G37008100137003,370810137003,58,5
G37008100137004,370810137004,14,1
G37008100137005,370810137005,70,7
G37008100138001,370810138001,89,9
G37008100138002,370810138002,90,10
G37008100138003,370810138003,89,9
G37008100138004,370810138004,99,10
G37008100138005,370810138005,89,9
G37008100139001,370810139001,99,10
G37008100139002,370810139002,100,10
G37008100139003,370810139003,95,10
G37008100139004,370810139004,93,10
G37008100140001,370810140001,93,10
G37008100140002,370810140002,86,9
G37008100142001,370810142001,87,9
G37008100142002,370810142002,92,10
G37008100142003,370810142003,92,10
G37008100142004,370810142004,98,10
G37008100143001,370810143001,93,10
G37008100143002,370810143002,99,10
G37008100143003,370810143003,97,10
G37008100143004,370810143004,96,10
G37008100144061,370810144061,72,7
G37008100144071,370810144071,46,3
G37008100144072,370810144072,26,2
G37008100144073,370810144073,73,7
G37008100144081,370810144081,79,8
G37008100144091,370810144091,61,5
G37008100144092,370810144092,85,9
G37008100144101,370810144101,61,5
G37008100144102,370810144102,60,5
G37008100144103,370810144103,86,9
G37008100144111,370810144111,66,6
G37008100144112,370810144112,68,6
G37008100144113,370810144113,86,9
G37008100144121,370810144121,49,4
G37008100144122,370810144122,62,6
G37008100145011,370810145011,94,10
G37008100145012,370810145012,88,9
G37008100145021,370810145021,85,9
G37008100145022,370810145022,85,9
G37008100145031,370810145031,88,9
G37008100145032,370810145032,91,10
G37008100151001,370810151001,55,5
G37008100151002,370810151002,49,4
G37008100152001,370810152001,54,4
G37008100152002,370810152002,69,6
G37008100152003,370810152003,49,4
G37008100152004,370810152004,48,4
G37008100153001,370810153001,30,2
G37008100153002,370810153002,50,4
G37008100153003,370810153003,55,5
G37008100154011,370810154011,51,4
G37008100154012,370810154012,62,6
G37008100154021,370810154021,65,6
G37008100154022,370810154022,51,4
G37008100154023,370810154023,81,8
G37008100154024,370810154024,70,7
G37008100155001,370810155001,56,5
G37008100155002,370810155002,69,6
G37008100156001,370810156001,15,1
G37008100156002,370810156002,30,2
G37008100156003,370810156003,57,5
G37008100157031,370810157031,42,3
G37008100157032,370810157032,45,3
G37008100157033,370810157033,43,3
G37008100157041,370810157041,20,1
G37008100157042,370810157042,69,6
G37008100157051,370810157051,85,9
G37008100157052,370810157052,63,6
G37008100157053,370810157053,97,10
G37008100157061,370810157061,8,1
G37008100157062,370810157062,52,4
G37008100157071,370810157071,26,2
G37008100157072,370810157072,99,10
G37008100157073,370810157073,39,3
G37008100158001,370810158001,14,1
G37008100158002,370810158002,32,2
G37008100158003,370810158003,13,1
G37008100159011,370810159011,35,2
G37008100159012,370810159012,44,3
G37008100159021,370810159021,17,1
G37008100160031,370810160031,19,1
G37008100160032,370810160032,8,1
G37008100160051,370810160051,21,1
G37008100160061,370810160061,31,2
G37008100160062,370810160062,56,5
G37008100160071,370810160071,56,5
G37008100160072,370810160072,20,1
G37008100160073,370810160073,26,2
G37008100160081,370810160081,41,3
G37008100160082,370810160082,48,4
G37008100160083,370810160083,22,1
G37008100160091,370810160091,35,2
G37008100160092,370810160092,25,2
G37008100160101,370810160101,60,5
G37008100160102,370810160102,46,3
G37008100160111,370810160111,71,7
G37008100160112,370810160112,90,10
G37008100160113,370810160113,58,5
G37008100160114,370810160114,96,10
G37008100161011,370810161011,50,4
G37008100161021,370810161021,99,10
G37008100161022,370810161022,48,4
G37008100161023,370810161023,62,6
G37008100161031,370810161031,61,5
G37008100161032,370810161032,70,7
G37008100161033,370810161033,88,9
G37008100162011,370810162011,12,1
G37008100162012,370810162012,27,2
G37008100162031,370810162031,36,2
G37008100162041,370810162041,21,1
G37008100162051,370810162051,37,3
G37008100163031,370810163031,39,3
G37008100163032,370810163032,47,4
G37008100163041,370810163041,25,2
G37008100163051,370810163051,29,2
G37008100163052,370810163052,23,1
G37008100163061,370810163061,51,4
G37008100164051,370810164051,76,8
G37008100164061,370810164061,52,4
G37008100164071,370810164071,36,2
G37008100164072,370810164072,21,1
G37008100164081,370810164081,21,1
G37008100164091,370810164091,30,2
G37008100164101,370810164101,57,5
G37008100164102,370810164102,56,5
G37008100165021,370810165021,31,2
G37008100165022,370810165022,35,2
G37008100165023,370810165023,19,1
G37008100165024,370810165024,8,1
G37008100165031,370810165031,56,5
G37008100165032,370810165032,52,4
G37008100165051,370810165051,27,2
G37008100165052,370810165052,52,4
G37008100165061,370810165061,22,1
G37008100165062,370810165062,46,3
G37008100165063,370810165063,46,3
G37008100166001,370810166001,51,4
G37008100167011,370810167011,62,6
G37008100167012,370810167012,64,6
G37008100167013,370810167013,73,7
G37008100167021,370810167021,60,5
G37008100167022,370810167022,68,6
G37008100168001,370810168001,67,6
G37008100168002,370810168002,73,7
G37008100168003,370810168003,82,8
G37008100168004,370810168004,42,3
G37008100169001,370810169001,50,4
G37008100169002,370810169002,55,5
G37008100170001,370810170001,49,4
G37008100170002,370810170002,44,3
G37008100171001,370810171001,39,3
G37008100171002,370810171002,36,2
G37008100171003,370810171003,34,2
G37008100172001,370810172001,45,3
G37008100172002,370810172002,44,3
G37008100172003,370810172003,39,3
G37008309301001,370839301001,83,9
G37008309301002,370839301002,83,9
G37008309301003,370839301003,94,10
G37008309301004,370839301004,81,8
G37008309302001,370839302001,96,10
G37008309302002,370839302002,100,10
G37008309302003,370839302003,48,4
G37008309302004,370839302004,55,5
G37008309302005,370839302005,53,4
G37008309303001,370839303001,64,6
G37008309303002,370839303002,75,7
G37008309303003,370839303003,69,6
G37008309303004,370839303004,73,7
G37008309303005,370839303005,86,9
G37008309304001,370839304001,96,10
G37008309304002,370839304002,73,7
G37008309304003,370839304003,74,7
G37008309305011,370839305011,72,7
G37008309305012,370839305012,89,9
G37008309305013,370839305013,86,9
G37008309305021,370839305021,36,2
G37008309305022,370839305022,91,10
G37008309305023,370839305023,81,8
G37008309305024,370839305024,92,10
G37008309306001,370839306001,92,10
G37008309306002,370839306002,87,9
G37008309306003,370839306003,87,9
G37008309307001,370839307001,13,1
G37008309307002,370839307002,73,7
G37008309307003,370839307003,83,9
G37008309307004,370839307004,78,8
G37008309308001,370839308001,87,9
G37008309308002,370839308002,93,10
G37008309308003,370839308003,85,9
G37008309308004,370839308004,91,10
G37008309309001,370839309001,71,7
G37008309309002,370839309002,84,9
G37008309309003,370839309003,98,10
G37008309309004,370839309004,85,9
G37008309309005,370839309005,91,10
G37008309309006,370839309006,82,8
G37008309310001,370839310001,88,9
G37008309310003,370839310003,55,5
G37008309311001,370839311001,75,7
G37008309311002,370839311002,89,9
G37008309311003,370839311003,100,10
G37008309311004,370839311004,74,7
G37008309311005,370839311005,93,10
G37008309311006,370839311006,39,3
G37008309311007,370839311007,87,9
G37008500701001,370850701001,72,7
G37008500701002,370850701002,82,8
G37008500701003,370850701003,69,6
G37008500702001,370850702001,58,5
G37008500702002,370850702002,80,8
G37008500702003,370850702003,94,10
G37008500703001,370850703001,86,9
G37008500703002,370850703002,84,9
G37008500703003,370850703003,54,4
G37008500703004,370850703004,68,6
G37008500704011,370850704011,76,8
G37008500704012,370850704012,62,6
G37008500704021,370850704021,70,7
G37008500704022,370850704022,50,4
G37008500704023,370850704023,70,7
G37008500705001,370850705001,79,8
G37008500705002,370850705002,80,8
G37008500705003,370850705003,80,8
G37008500705004,370850705004,62,6
G37008500706001,370850706001,57,5
G37008500706002,370850706002,73,7
G37008500707001,370850707001,69,6
G37008500707002,370850707002,78,8
G37008500708011,370850708011,63,6
G37008500708021,370850708021,36,2
G37008500709011,370850709011,60,5
G37008500709021,370850709021,56,5
G37008500709031,370850709031,54,4
G37008500709041,370850709041,46,3
G37008500709042,370850709042,43,3
G37008500710011,370850710011,40,3
G37008500710012,370850710012,43,3
G37008500710021,370850710021,49,4
G37008500710022,370850710022,45,3
G37008500711011,370850711011,70,7
G37008500711021,370850711021,62,6
G37008500711022,370850711022,78,8
G37008500711023,370850711023,82,8
G37008500712011,370850712011,70,7
G37008500712021,370850712021,48,4
G37008500712022,370850712022,80,8
G37008500712031,370850712031,49,4
G37008500712032,370850712032,37,3
G37008500712041,370850712041,33,2
G37008500712042,370850712042,29,2
G37008500713011,370850713011,85,9
G37008500713012,370850713012,73,7
G37008500713013,370850713013,57,5
G37008500713021,370850713021,53,4
G37008500713022,370850713022,40,3
G37008500713031,370850713031,20,1
G37008500713032,370850713032,38,3
G37008500713033,370850713033,24,2
G37008500713034,370850713034,62,6
G37008500714011,370850714011,57,5
G37008500714012,370850714012,76,8
G37008500714021,370850714021,81,8
G37008500714022,370850714022,42,3
G37008500714023,370850714023,70,7
G37008709201011,370879201011,43,3
G37008709201012,370879201012,73,7
G37008709201013,370879201013,50,4
G37008709201021,370879201021,56,5
G37008709201022,370879201022,57,5
G37008709201023,370879201023,25,2
G37008709202001,370879202001,49,4
G37008709202002,370879202002,75,7
G37008709202003,370879202003,66,6
G37008709202004,370879202004,46,3
G37008709202005,370879202005,77,8
G37008709203001,370879203001,71,7
G37008709203002,370879203002,64,6
G37008709203003,370879203003,59,5
G37008709203004,370879203004,55,5
G37008709204001,370879204001,67,6
G37008709204002,370879204002,67,6
G37008709205001,370879205001,74,7
G37008709205002,370879205002,49,4
G37008709205003,370879205003,63,6
G37008709205004,370879205004,87,9
G37008709205005,370879205005,100,10
G37008709206001,370879206001,29,2
G37008709206002,370879206002,44,3
G37008709206003,370879206003,36,2
G37008709207001,370879207001,63,6
G37008709207002,370879207002,36,2
G37008709207003,370879207003,51,4
G37008709208001,370879208001,38,3
G37008709208002,370879208002,74,7
G37008709209001,370879209001,74,7
G37008709210001,370879210001,52,4
G37008709210002,370879210002,57,5
